13363,13363,13366,13366,13364,13364,13364,13364,13363,13363,13363,13363,13363,13363,13363,13363,13363,13363,13363,13363,13363,13363,13363,13363,13365,13370,13369,13365,13364,13365,13364,13364,13364,13365
11412,11412,11412,11412,11412,11412,11412,11412,11412,11412,11412,11412,11412,11412,11412,11412,11412,11412,11412,11412,11412,11412,11412,11412,11412,11412,11412,11412,11412,11412,11412,11412,11413,11414
13120,13116,13117,13116,13116,13116,13116,13115,13115,13116,13115,13115,13115,13115,13115,13115,13115,13115,13115,13115,13115,13115,13115,13115,13115,13115,13115,13115,13115,13115,13115,13115,13115,13115
12180,12180,12181,12180,12180,12180,12180,12180,12180,12180,12180,12180,12181,12181,12181,12182,12182,12182,12182,12182,12182,12181,12181,12181,12180,12180,12180,12180,12181,12181,12180,12181,12180,12180
12420,12420,12420,12420,12420,12420,12420,12420,12420,12420,12420,12420,12422,12422,12421,12421,12420,12420,12420,12420,12420,12420,12420,12420,12420,12420,12420,12420,12420,12420,12420,12422,12422,12421
11362,11362,11362,11362,11362,11362,11362,11362,11362,11362,11362,11362,11362,11362,11362,11362,11362,11362,11362,11362,11362,11362,11362,11363,11362,11362,11362,11362,11362,11362,11362,11362,11362,11362
12766,12766,12766,12766,12767,12771,12768,12767,12767,12767,12766,12766,12766,12766,12766,12766,12766,12766,12766,12766,12766,12766,12767,12772,12772,12769,12770,12771,12771,12768,12766,12768,12767,12766
11766,11766,11766,11766,11766,11766,11766,11766,11766,11766,11766,11766,11767,11766,11766,11766,11766,11766,11766,11766,11766,11766,11766,11766,11766,11766,11766,11766,11766,11766,11766,11766,11766,11766
12759,12759,12759,12762,12761,12761,12760,12760,12760,12760,12760,12760,12760,12761,12761,12761,12760,12760,12760,12760,12760,12760,12760,12761,12762,12763,12763,12762,12762,12762,12761,12762,12761,12761
12324,12324,12324,12324,12324,12324,12324,12324,12324,12324,12324,12324,12324,12324,12324,12324,12324,12324,12324,12324,12324,12324,12324,12324,12324,12324,12325,12324,12324,12324,12324,12324,12324,12324
12903,12903,12903,12903,12903,12903,12903,12903,12904,12904,12904,12904,12903,12903,12903,12903,12903,12903,12903,12903,12903,12904,12904,12903,12903,12903,12903,12903,12903,12903,12903,12903,12907,12905
13456,13456,13456,13456,13456,13456,13456,13456,13456,13456,13456,13456,13456,13456,13456,13456,13456,13456,13456,13456,13456,13456,13456,13456,13456,13456,13456,13456,13456,13456,13456,13456,13456,13456
12325,12325,12325,12325,12325,12325,12326,12329,12330,12329,12328,12327,12327,12328,12328,12326,12326,12326,12326,12326,12326,12325,12325,12326,12326,12326,12326,12326,12326,12326,12326,12326,12326,12326
12489,12492,12491,12491,12490,12492,12491,12489,12490,12490,12490,12489,12489,12489,12489,12489,12489,12490,12489,12490,12490,12490,12490,12489,12489,12489,12490,12490,12491,12490,12490,12490,12490,12490
12366,12365,12365,12365,12365,12365,12365,12365,12365,12365,12365,12365,12365,12365,12365,12365,12365,12366,12366,12367,12367,12367,12367,12367,12366,12365,12365,12365,12365,12365,12365,12365,12365,12365
9290.6,9290.6,9290.5,9290.5,9290.5,9290.4,9290.4,9290.4,9290.4,9290.4,9290.4,9290.4,9290.4,9290.4,9290.4,9290.6,9290.7,9290.7,9290.7,9290.6,9290.6,9290.5,9290.6,9290.5,9290.5,9290.5,9290.5,9290.5,9290.5,9290.5,9290.5,9290.5,9290.5,9290.5
12400,12400,12400,12400,12400,12400,12400,12400,12400,12399,12400,12400,12399,12399,12399,12399,12400,12400,12400,12400,12399,12399,12399,12399,12400,12400,12400,12400,12399,12399,12399,12399,12399,12399
11398,11398,11398,11398,11398,11398,11398,11398,11398,11398,11398,11398,11398,11398,11398,11398,11398,11399,11400,11400,11400,11400,11400,11399,11399,11398,11398,11398,11398,11398,11398,11398,11398,11398
12872,12872,12872,12872,12872,12872,12872,12872,12872,12875,12875,12873,12873,12872,12872,12872,12872,12872,12872,12872,12872,12872,12872,12872,12871,12872,12872,12871,12872,12871,12871,12871,12871,12871
12769,12769,12769,12769,12770,12770,12771,12770,12769,12769,12769,12769,12769,12769,12769,12769,12769,12769,12769,12769,12769,12769,12769,12769,12774,12772,12771,12771,12771,12770,12770,12769,12769,12769
11911,11912,11914,11914,11913,11913,11912,11912,11912,11911,11912,11912,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911,11911
13744,13744,13744,13746,13747,13748,13747,13747,13747,13748,13746,13745,13746,13744,13744,13744,13744,13744,13744,13744,13744,13744,13744,13744,13744,13744,13744,13744,13744,13744,13744,13744,13744,13744
12697,12697,12697,12697,12697,12698,12697,12697,12697,12697,12697,12697,12697,12697,12697,12697,12697,12698,12697,12697,12697,12697,12697,12697,12697,12697,12697,12697,12697,12697,12697,12697,12697,12697
13378,13378,13378,13378,13377,13378,13378,13378,13377,13377,13377,13379,13380,13382,13379,13379,13379,13379,13380,13380,13379,13378,13378,13378,13378,13378,13378,13378,13378,13378,13378,13378,13380,13379
12064,12063,12063,12064,12064,12065,12064,12064,12064,12064,12064,12064,12063,12064,12063,12063,12064,12063,12063,12064,12064,12064,12064,12064,12064,12064,12064,12064,12064,12064,12064,12064,12064,12064
12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100
11839,11839,11839,11838,11838,11838,11838,11838,11838,11838,11838,11838,11838,11838,11838,11838,11838,11838,11838,11838,11838,11838,11838,11838,11838,11838,11838,11838,11838,11838,11838,11838,11838,11838
13490,13490,13490,13490,13490,13490,13490,13491,13491,13490,13491,13490,13490,13490,13490,13490,13490,13490,13490,13490,13490,13490,13490,13493,13493,13493,13493,13493,13493,13493,13493,13493,13492,13491
12339,12339,12339,12339,12339,12339,12339,12339,12339,12339,12339,12339,12339,12339,12339,12339,12339,12339,12342,12341,12343,12340,12340,12341,12340,12340,12339,12339,12339,12339,12339,12339,12339,12339
10170,10170,10170,10170,10170,10171,10171,10171,10171,10170,10170,10170,10170,10170,10170,10170,10170,10170,10171,10171,10171,10171,10171,10171,10171,10171,10171,10171,10170,10170,10171,10171,10171,10171
13640,13640,13640,13640,13640,13640,13640,13640,13640,13640,13640,13640,13640,13640,13640,13640,13640,13640,13640,13640,13640,13640,13640,13640,13640,13640,13640,13640,13640,13641,13644,13642,13641,13640
11623,11623,11623,11625,11624,11624,11623,11623,11623,11623,11623,11623,11623,11624,11624,11624,11624,11623,11623,11623,11623,11623,11623,11623,11627,11628,11629,11626,11627,11627,11628,11627,11626,11625
10812,10813,10813,10813,10813,10813,10813,10813,10812,10812,10812,10812,10813,10813,10814,10813,10813,10813,10813,10813,10813,10813,10813,10813,10813,10813,10813,10813,10813,10813,10813,10813,10813,10813
11819,11820,11819,11819,11819,11819,11819,11819,11819,11819,11819,11818,11819,11818,11818,11818,11818,11818,11818,11819,11819,11820,11821,11819,11818,11818,11818,11818,11818,11818,11818,11818,11818,11818
14256,14256,14256,14256,14260,14259,14259,14258,14257,14257,14258,14257,14257,14257,14257,14257,14257,14256,14256,14256,14256,14256,14256,14256,14256,14256,14256,14256,14256,14256,14256,14256,14256,14256
13848,13848,13848,13848,13848,13848,13848,13848,13848,13848,13848,13848,13848,13848,13848,13848,13848,13848,13848,13848,13848,13848,13848,13848,13848,13848,13848,13848,13849,13849,13848,13849,13849,13849
13153,13153,13153,13153,13153,13153,13153,13153,13153,13153,13153,13153,13153,13152,13153,13153,13153,13154,13157,13154,13155,13155,13153,13153,13153,13153,13153,13153,13153,13153,13153,13153,13153,13153
12116,12116,12116,12116,12116,12116,12116,12116,12116,12116,12116,12116,12116,12116,12116,12116,12116,12116,12124,12122,12117,12117,12117,12116,12116,12116,12116,12116,12116,12116,12116,12116,12116,12116
14051,14051,14051,14051,14051,14051,14051,14051,14051,14051,14051,14051,14051,14051,14051,14051,14051,14051,14051,14051,14051,14051,14051,14051,14051,14051,14051,14051,14051,14051,14051,14051,14051,14051
13947,13946,13946,13946,13946,13946,13946,13946,13946,13946,13946,13948,13948,13949,13949,13950,13949,13949,13949,13948,13948,13946,13946,13946,13946,13946,13946,13946,13946,13946,13946,13946,13946,13946
14582,14582,14582,14582,14582,14583,14584,14583,14583,14583,14582,14582,14582,14582,14582,14582,14582,14582,14582,14582,14582,14582,14582,14582,14582,14582,14582,14582,14582,14582,14582,14582,14582,14582
15041,15041,15041,15041,15041,15041,15041,15041,15041,15041,15041,15041,15041,15041,15041,15041,15041,15041,15041,15041,15041,15041,15041,15041,15041,15041,15041,15041,15041,15041,15041,15041,15041,15041
14988,14988,14988,14988,14987,14987,14987,14987,14987,14987,14987,14987,14987,14987,14987,14987,14987,14987,14987,14987,14987,14987,14987,14987,14987,14987,14987,14987,14987,14987,14987,14987,14987,14987
12715,12715,12715,12715,12715,12715,12715,12715,12715,12715,12715,12715,12715,12715,12715,12715,12715,12715,12715,12715,12715,12715,12715,12715,12715,12715,12715,12714,12714,12714,12714,12714,12714,12715
11663,11663,11663,11663,11663,11663,11663,11663,11663,11663,11663,11663,11663,11663,11663,11663,11663,11663,11663,11663,11663,11663,11663,11663,11663,11663,11663,11663,11663,11663,11663,11663,11663,11663
13244,13244,13244,13244,13245,13247,13247,13245,13244,13245,13244,13244,13244,13244,13244,13244,13244,13244,13244,13244,13244,13244,13244,13244,13244,13244,13244,13244,13244,13244,13244,13244,13244,13244
13233,13232,13229,13225,13223,13223,13223,13223,13223,13223,13223,13223,13223,13224,13225,13225,13225,13224,13223,13223,13223,13223,13223,13223,13223,13223,13223,13223,13223,13223,13223,13223,13223,13223
12429,12429,12429,12428,12428,12428,12428,12428,12428,12428,12428,12428,12428,12428,12428,12428,12428,12428,12428,12428,12428,12428,12428,12428,12428,12428,12428,12428,12428,12428,12429,12428,12429,12432
12662,12661,12661,12661,12661,12661,12661,12661,12661,12662,12662,12662,12662,12662,12662,12663,12662,12662,12662,12662,12661,12661,12661,12661,12662,12662,12662,12662,12663,12662,12662,12662,12662,12662
13308,13308,13308,13308,13308,13308,13309,13309,13309,13309,13309,13309,13309,13309,13309,13309,13308,13309,13308,13308,13308,13308,13309,13309,13309,13309,13309,13309,13309,13309,13309,13309,13308,13309
